student_id,interests,core_program,program_match
4956,Environmental Science;Banking;Psychology,information technology,0.4
1009,International Law;Environmental Science;Sustainable Design;Banking,education,0.42
1996,Business;Psychology,construction,0.21
400,Psychology;Finance;Computer Science,nursing,0.25
1409,Public Health;Marketing;Education;Design,education,0.58
233,Architecture;Computer Science;Design;Sustainable Design,education,0.36
2923,Architecture;Finance;Sustainable Design,agriculture,0.34
1839,Marketing;Environmental Science;Law;Film,construction,0.23
921,Environmental Science;Cybersecurity;Information Technology;Engineering,nursing,0.21
2954,Environmental Science;Marketing,trades,0.17
897,Engineering;Business;Law,agriculture,0.29
4431,Banking;Business;Finance;Artificial Intelligence;Cybersecurity,engineering,0.27
351,Renewable Energy;Information Technology;Environmental Science;Law,trades,0.15
4695,Nursing;Marketing,logistics,0.24
2194,Film;Sustainable Design;Environmental Science;Law,engineering,0.35
1806,Public Health;Renewable Energy;Finance,mining,0.25
92,Engineering;Architecture,logistics,0.27
488,Environmental Science;Nursing;Education;Data Science;Engineering,mining,0.21
137,Psychology;Nursing;Education;Computer Science,logistics,0.15
4535,Cybersecurity;International Law,information technology,0.29
2269,Sustainable Design;Engineering;Artificial Intelligence,cyber security,0.26
2064,Artificial Intelligence;Architecture;Computer Science,engineering,0.44
4211,Psychology;Data Science,mining,0.16
3756,Marketing;Design;Artificial Intelligence,nursing,0.16
4399,Artificial Intelligence;Renewable Energy;Design;Business;Architecture,mining,0.19
85,Finance;Public Health;Banking;Psychology,health sciences,0.46
1754,Accounting;Environmental Science,nursing,0.26
3829,Ecology;Public Health,engineering,0.28
4186,Artificial Intelligence;International Law;Information Technology;Business,agriculture,0.29
2935,Marketing;Business,information technology,0.5
2144,Ecology;Computer Science;Film;Cybersecurity;Engineering,agriculture,0.23
4910,Computer Science;Environmental Science;Sustainable Design,cyber security,0.3
3102,Sustainable Design;Engineering;Film;Accounting,nursing,0.18
2267,Engineering;Architecture;Environmental Science;Education,logistics,0.25
3050,Sustainable Design;Psychology,information technology,0.37
4005,Renewable Energy;Computer Science;Marketing,information technology,0.54
1547,Renewable Energy;Psychology;Law;Data Science,trades,0.12
1351,Computer Science;Public Health;Film,health sciences,0.5
2322,Accounting;Finance;Renewable Energy,cyber security,0.21
281,Environmental Science;Accounting,mining,0.26
1759,Banking;Engineering;Law;Environmental Science;Accounting,nursing,0.24
2759,Marketing;Finance;Cybersecurity;Banking,engineering,0.25
2954,Environmental Science;Marketing,information technology,0.52
932,Psychology;Design,construction,0.26
2974,Artificial Intelligence;Engineering,construction,0.35
2090,Design;Education,engineering,0.45
4395,Psychology;Accounting;Banking,nursing,0.23
2101,Public Health;Information Technology;Law;Banking,nursing,0.24
1614,Banking;Architecture;Psychology;Cybersecurity;Information Technology,construction,0.19
2818,Business;Architecture;Law,agriculture,0.25
2627,Engineering;Data Science;Ecology;Finance,agriculture,0.38
4021,Law;Engineering;International Law;Film;Nursing,education,0.38
228,Information Technology;Finance,trades,0.27
2894,Renewable Energy;Accounting,construction,0.25
1923,Psychology;Cybersecurity;Finance,mining,0.11
4053,Psychology;Accounting;Renewable Energy;Data Science,nursing,0.23
763,Ecology;Sustainable Design;Architecture;International Law;Accounting,trades,0.12
3753,Artificial Intelligence;Business;Education;Finance;Marketing,nursing,0.21
2341,Accounting;International Law;Psychology;Cybersecurity;Public Health,cyber security,0.27
2271,Law;Design;Information Technology,nursing,0.19
3862,Data Science;Environmental Science;Engineering;Renewable Energy,nursing,0.24
1828,Data Science;Sustainable Design,engineering,0.49
2563,Finance;Renewable Energy;Data Science;Banking;Cybersecurity,engineering,0.3
3533,Accounting;Finance;Architecture;Sustainable Design;Renewable Energy,information technology,0.39
2099,Banking;Engineering;Public Health,health sciences,0.5
1506,Sustainable Design;Information Technology,construction,0.39
2151,Marketing;Public Health;Finance;Data Science,logistics,0.25
2832,Business;Accounting,mining,0.28
204,Finance;Engineering;Cybersecurity;Sustainable Design,education,0.34
1124,Renewable Energy;Law;Ecology,engineering,0.27
1958,International Law;Banking;Engineering;Accounting,logistics,0.26
3804,Accounting;Cybersecurity;Finance,cyber security,0.25
4303,Cybersecurity;Law;Architecture;Public Health;Renewable Energy,mining,0.17
3683,Sustainable Design;Business;Finance,construction,0.4
4325,Nursing;Engineering;Artificial Intelligence;Environmental Science,trades,0.11
3197,Nursing;Architecture;Cybersecurity;Accounting,mining,0.08
3394,International Law;Design,nursing,0.18
4171,Sustainable Design;Design,engineering,0.48
2263,Psychology;Renewable Energy,education,0.35
525,Education;Accounting;Film,construction,0.22
1792,Law;Sustainable Design;Environmental Science;Education,nursing,0.29
1868,Marketing;Engineering;Renewable Energy;Public Health,health sciences,0.47
3582,Marketing;Engineering,trades,0.23
2007,Engineering;Film;Architecture,engineering,0.53
1831,Ecology;Artificial Intelligence,nursing,0.15
2387,Education;Film,logistics,0.1
970,Accounting;Psychology,trades,0.17
121,Law;Architecture,trades,0.07
602,Cybersecurity;Engineering,engineering,0.55
2199,Finance;Artificial Intelligence;Data Science,engineering,0.37
2786,Data Science;Sustainable Design;Film,nursing,0.14
298,Environmental Science;Nursing;Information Technology;Accounting;Cybersecurity,logistics,0.22
3794,Sustainable Design;Education;Accounting;Artificial Intelligence;Information Technology,mining,0.2
1430,Psychology;International Law;Engineering;Business,education,0.4
735,Engineering;Nursing,logistics,0.28
2426,Architecture;Environmental Science;Law;Nursing,nursing,0.44
46,Design;Education,construction,0.4
3944,Psychology;Artificial Intelligence;Nursing;Banking,trades,0.12
3313,Artificial Intelligence;Ecology;Sustainable Design,health sciences,0.37
213,Nursing;Information Technology;Marketing;Psychology,information technology,0.48
3931,Finance;Information Technology;Architecture;Accounting,engineering,0.39
4268,Computer Science;Finance;Environmental Science,mining,0.24
1043,Artificial Intelligence;Banking;Data Science;Renewable Energy;Accounting,information technology,0.47
899,Data Science;Accounting;Engineering;Film,agriculture,0.24
3449,Banking;Ecology;Marketing,education,0.29
4964,Architecture;Environmental Science;Information Technology;Ecology;Renewable Energy,mining,0.23
498,Law;Information Technology;Renewable Energy;Engineering,agriculture,0.32
1176,Nursing;Public Health;Sustainable Design;Architecture;Business,nursing,0.4
1514,Design;Cybersecurity;Education;Engineering,logistics,0.24
48,Cybersecurity;International Law;Design,education,0.27
2923,Architecture;Finance;Sustainable Design,logistics,0.2
651,Environmental Science;Law,logistics,0.14
3687,Business;Psychology;Marketing,trades,0.21
579,Renewable Energy;Banking,engineering,0.27
4363,Ecology;Computer Science;International Law;Law;Environmental Science,agriculture,0.32
2417,Data Science;Computer Science;Film;Education,trades,0.14
215,Banking;Public Health;Ecology;Business,cyber security,0.26
2038,Accounting;Environmental Science;Renewable Energy;Design,nursing,0.19
2844,Sustainable Design;Environmental Science,trades,0.09
605,Sustainable Design;Information Technology;Public Health;Data Science,health sciences,0.56
4657,Banking;Business;Psychology;Computer Science;Environmental Science,education,0.42
1804,Environmental Science;Law;Public Health,health sciences,0.61
3488,Artificial Intelligence;Film,logistics,0.11
452,Education;Information Technology,cyber security,0.37
4702,Design;Environmental Science;Renewable Energy;Marketing;Information Technology,mining,0.25
3902,Artificial Intelligence;Computer Science;Psychology;Design,information technology,0.47
4420,Information Technology;Environmental Science,construction,0.34
1600,Sustainable Design;Renewable Energy;Information Technology;Design,construction,0.39
1034,Engineering;Information Technology,agriculture,0.34
1189,Marketing;Sustainable Design;Accounting;Public Health;Environmental Science,construction,0.31
3078,Artificial Intelligence;Sustainable Design;International Law,mining,0.19
773,Ecology;Artificial Intelligence;Education;Banking;Marketing,information technology,0.4
566,Ecology;Banking;Nursing;Psychology,information technology,0.26
2295,Environmental Science;Sustainable Design,engineering,0.51
4017,Law;Environmental Science,agriculture,0.35
3014,Ecology;Renewable Energy,nursing,0.12
4143,Psychology;Cybersecurity;Banking,logistics,0.14
4988,Banking;Finance;Renewable Energy;Accounting;Sustainable Design,trades,0.23
1422,Finance;Marketing;Information Technology;Psychology,information technology,0.53
161,Ecology;Information Technology;Sustainable Design;Law;International Law,logistics,0.19
2390,Business;Law;Film,cyber security,0.24
3317,Marketing;Renewable Energy;Sustainable Design,nursing,0.15
1933,Education;Accounting;Artificial Intelligence,agriculture,0.31
1468,Education;Cybersecurity,nursing,0.25
3992,Banking;Sustainable Design;Nursing;Psychology,health sciences,0.38
694,Design;Architecture;Banking;Computer Science,information technology,0.46
4784,Information Technology;Data Science,trades,0.22
3582,Marketing;Engineering,education,0.36
137,Psychology;Nursing;Education;Computer Science,information technology,0.4
3804,Accounting;Cybersecurity;Finance,education,0.26
2531,International Law;Architecture;Education;Information Technology;Psychology,construction,0.26
4609,Marketing;Design;Sustainable Design;International Law;Artificial Intelligence,information technology,0.47
1934,Film;Psychology;International Law;Law,education,0.37
1937,Renewable Energy;Design;Film,mining,0.15
3086,Artificial Intelligence;Data Science;Film,logistics,0.16
2857,Data Science;Artificial Intelligence;Business;Education,trades,0.18
4563,Artificial Intelligence;Public Health;Design;Nursing;Computer Science,construction,0.29
4032,Film;Public Health;Engineering,health sciences,0.48
3711,Nursing;Psychology;Film;Renewable Energy;Public Health,engineering,0.28
2591,Business;Ecology;Film,health sciences,0.34
3754,Psychology;Finance;Artificial Intelligence;Film,construction,0.18
3145,Business;Sustainable Design,logistics,0.27
4917,International Law;Artificial Intelligence;Education;Film;Computer Science,trades,0.12
4513,Environmental Science;Cybersecurity;Architecture;Computer Science;International Law,health sciences,0.42
1423,Data Science;Accounting;International Law,mining,0.23
15,Computer Science;Cybersecurity;Finance;Law;Nursing,mining,0.13
3213,Architecture;Ecology;Engineering,cyber security,0.14
2653,Ecology;Accounting;International Law;Engineering,mining,0.23
2006,Information Technology;Nursing;Public Health;Artificial Intelligence;Ecology,mining,0.15
2014,Ecology;Cybersecurity;Data Science;Information Technology;Public Health,trades,0.11
2415,Cybersecurity;Data Science,logistics,0.2
3181,Sustainable Design;Artificial Intelligence;Data Science;Design;Architecture,cyber security,0.24
273,Marketing;Data Science;Cybersecurity;Nursing,information technology,0.38
2579,Business;Law;Marketing,health sciences,0.37
3571,Architecture;Accounting;Computer Science;Information Technology;Data Science,construction,0.29
3016,Business;Sustainable Design,education,0.41
3481,International Law;Public Health;Cybersecurity;Environmental Science,information technology,0.41
4211,Psychology;Data Science,education,0.43
4645,Business;Banking;Ecology;Public Health;Artificial Intelligence,information technology,0.42
2489,International Law;Business;Law,information technology,0.45
2725,Public Health;Artificial Intelligence;Law,health sciences,0.49
4024,Renewable Energy;Ecology;Public Health,information technology,0.39
3515,Banking;Computer Science;Environmental Science;Ecology;Law,agriculture,0.33
1860,Engineering;Finance;Sustainable Design;Architecture;Accounting,mining,0.22
3972,Design;Cybersecurity;Renewable Energy,logistics,0.17
937,Psychology;Accounting;Environmental Science,health sciences,0.47
1177,Cybersecurity;Education,trades,0.07
2248,Accounting;Data Science;Computer Science;International Law;Information Technology,mining,0.23
1353,Banking;Environmental Science;Finance;Data Science,construction,0.32
4809,Law;Information Technology;Data Science;Accounting;Finance,health sciences,0.44
4916,Architecture;International Law,education,0.36
4684,Business;Artificial Intelligence;Public Health;Law;Education,mining,0.21
2528,Marketing;Design;Film;Education;Psychology,engineering,0.35
4586,Film;Law;Public Health,construction,0.22
1446,Nursing;Ecology,agriculture,0.28
2316,Accounting;Environmental Science,cyber security,0.25
3994,International Law;Psychology;Accounting;Cybersecurity,health sciences,0.31
4512,Education;Sustainable Design,information technology,0.47
4414,Finance;Renewable Energy,logistics,0.2
3190,Nursing;Ecology;Accounting;Information Technology,mining,0.16
3639,Computer Science;Ecology;Education,education,0.59
2981,Psychology;Film;Ecology;Nursing,nursing,0.36
2754,Data Science;Sustainable Design;Banking;Psychology;Cybersecurity,mining,0.17
901,Information Technology;Renewable Energy,trades,0.2
34,Finance;Engineering;Law,information technology,0.42
2827,Sustainable Design;Architecture;Artificial Intelligence;Computer Science,education,0.35
1720,Data Science;Accounting;Business;International Law;Environmental Science,education,0.43
3797,Ecology;Law;Artificial Intelligence;Business,logistics,0.18
4279,Accounting;Banking,education,0.23
3850,Finance;Banking;Nursing,agriculture,0.32
474,Marketing;Artificial Intelligence;Education;Ecology;Nursing,nursing,0.38
2606,Ecology;Engineering;International Law,information technology,0.41
4888,Design;Public Health;Computer Science;Nursing,mining,0.12
4302,Engineering;Banking;Nursing,information technology,0.35
4538,Accounting;Law,agriculture,0.22
2864,Design;Banking;Accounting;Ecology;Data Science,engineering,0.38
464,Cybersecurity;Business,engineering,0.25
1643,Accounting;Nursing,health sciences,0.36
1247,Finance;Public Health;Psychology;Sustainable Design,engineering,0.35
3929,Engineering;Finance;Data Science;Accounting;Public Health,engineering,0.48
1909,Education;Nursing;Accounting;Design;Artificial Intelligence,health sciences,0.39
1103,International Law;Data Science;Education;Environmental Science;Architecture,information technology,0.52
2140,Data Science;Architecture;Public Health;Accounting;Law,cyber security,0.28
4986,Artificial Intelligence;Cybersecurity;Computer Science,construction,0.16
243,Finance;Sustainable Design,information technology,0.42
4566,Architecture;International Law;Marketing;Psychology,cyber security,0.2
1539,Business;Sustainable Design,trades,0.21
4416,Education;Renewable Energy,cyber security,0.24
2842,Information Technology;Cybersecurity;Environmental Science;Public Health,engineering,0.37
2791,Marketing;Sustainable Design;Cybersecurity;Law,cyber security,0.28
929,Psychology;International Law,trades,0.1
4772,Computer Science;Finance;Cybersecurity;Nursing,education,0.37
15,Computer Science;Cybersecurity;Finance;Law;Nursing,health sciences,0.39
3790,Environmental Science;Artificial Intelligence;Information Technology;Law,trades,0.13
169,Business;Public Health;Marketing;Renewable Energy,cyber security,0.28
3526,Film;Architecture;Environmental Science;Accounting;Cybersecurity,nursing,0.16
4395,Psychology;Accounting;Banking,agriculture,0.22
3320,Data Science;Design;Public Health,education,0.49
4741,Banking;Architecture;Sustainable Design;Computer Science;Education,mining,0.2
1466,Finance;Information Technology;Public Health;Design;Psychology,construction,0.3
970,Accounting;Psychology,cyber security,0.1
715,Education;Renewable Energy,agriculture,0.43
436,Sustainable Design;Design;Psychology;Data Science,engineering,0.47
2134,Law;Education;Accounting;Cybersecurity;Information Technology,agriculture,0.27
1513,Ecology;Accounting;Banking,mining,0.23
2448,Architecture;Engineering;Public Health;Nursing,agriculture,0.28
4350,Computer Science;Public Health;Accounting;Information Technology;Ecology,nursing,0.25
2353,Computer Science;International Law;Banking,mining,0.25
407,Renewable Energy;Design;Information Technology,agriculture,0.29
752,Renewable Energy;Nursing;Banking;Architecture,nursing,0.36
965,Architecture;International Law,trades,0.1
1117,Environmental Science;Banking,information technology,0.47
1143,Accounting;Film;Environmental Science,health sciences,0.38
3548,Cybersecurity;Law;Finance;Architecture;Banking,agriculture,0.25
3064,Nursing;Artificial Intelligence;Design,agriculture,0.18
396,Nursing;Information Technology;Data Science,health sciences,0.55
2627,Engineering;Data Science;Ecology;Finance,education,0.4
4153,International Law;Nursing;Marketing;Public Health;Psychology,mining,0.15
1063,Engineering;Information Technology,construction,0.41
2208,Banking;Psychology;Computer Science;Accounting;Sustainable Design,mining,0.2
4730,Engineering;Law;Banking;Finance;Business,trades,0.24
3653,Computer Science;Data Science;Education;Information Technology,health sciences,0.6
1477,Nursing;Public Health;Architecture,engineering,0.35
1388,Education;Banking;International Law,mining,0.25
2029,Marketing;Engineering;Nursing;Computer Science,trades,0.18
4388,Law;Renewable Energy;Psychology;Sustainable Design,mining,0.21
1415,Business;Finance;Data Science,nursing,0.19
1007,Architecture;Engineering;Design;Renewable Energy;Computer Science,nursing,0.22
752,Renewable Energy;Nursing;Banking;Architecture,education,0.32
3074,Psychology;Accounting,engineering,0.34
1988,Architecture;Film;Engineering;Renewable Energy,engineering,0.46
2481,Law;Environmental Science;Data Science;Renewable Energy,nursing,0.22
3420,Nursing;Architecture;Psychology;Finance;Film,trades,0.09
2035,Public Health;International Law;Artificial Intelligence;Law,mining,0.19
3620,Finance;Accounting;Environmental Science;Film,construction,0.26
402,Computer Science;Banking;Accounting,cyber security,0.26
296,Business;Computer Science;Engineering,engineering,0.66
4892,Environmental Science;Education;Finance;Banking;Data Science,engineering,0.41
1377,Renewable Energy;Computer Science;Nursing,nursing,0.47
4352,Nursing;Psychology;Business;Data Science,health sciences,0.49
1790,Education;Engineering;Computer Science;Marketing;Film,construction,0.29
1577,Architecture;Film;Marketing;International Law,nursing,0.14
4454,Finance;Design;Information Technology;Computer Science;Data Science,trades,0.2
4166,Marketing;Computer Science,engineering,0.46
455,Information Technology;Nursing;Finance;Public Health,mining,0.19
4046,Marketing;Data Science;Engineering,nursing,0.24
3811,International Law;Marketing;Architecture,health sciences,0.33
2175,Law;Marketing;Education;Environmental Science;Renewable Energy,education,0.54
4736,Environmental Science;Nursing;Engineering,logistics,0.27
3729,Environmental Science;Artificial Intelligence;Accounting,agriculture,0.32
4377,Computer Science;International Law,engineering,0.46
2584,Cybersecurity;Education;Psychology;Public Health,nursing,0.31
2480,Business;Finance;Ecology;Law;Cybersecurity,cyber security,0.26
2443,Psychology;Nursing;Business;Finance;Marketing,nursing,0.36
1253,Artificial Intelligence;Marketing,mining,0.15
790,Ecology;Law;Design,mining,0.16
4770,Marketing;Cybersecurity,logistics,0.25
1363,Computer Science;Information Technology;Ecology;Finance;Design,agriculture,0.33
822,Accounting;Artificial Intelligence,agriculture,0.23
1240,Business;Sustainable Design,trades,0.21
3199,Data Science;Design;Finance,nursing,0.17
1474,Business;Engineering,construction,0.45
2095,Law;Information Technology;Banking;Cybersecurity,education,0.32
1329,Business;International Law;Architecture;Environmental Science,education,0.43
1016,Banking;Ecology;Psychology;Design,construction,0.23
4810,International Law;Public Health;Law,information technology,0.44
1985,International Law;Marketing;Design;Film,trades,0.14
4210,Design;Artificial Intelligence;Architecture;Data Science;Accounting,trades,0.14
2623,Film;Sustainable Design;Law,nursing,0.15
592,Ecology;Education,construction,0.21
3727,International Law;Cybersecurity;Law;Marketing,logistics,0.18
761,Marketing;Cybersecurity,mining,0.1
2356,Education;Architecture;Nursing;Artificial Intelligence,cyber security,0.23
2113,Engineering;Education;Computer Science;Renewable Energy,nursing,0.29
1555,Sustainable Design;Marketing,engineering,0.39
4537,Film;Sustainable Design,agriculture,0.21
358,Psychology;Film;Sustainable Design;Computer Science,logistics,0.13
926,Ecology;Business;Finance;Data Science;Design,education,0.38
255,Nursing;Education,health sciences,0.57
3426,Data Science;Finance;Public Health,education,0.54
732,Engineering;Nursing;Renewable Energy,engineering,0.53
1155,Business;Computer Science;Environmental Science,logistics,0.26
277,Marketing;Education;Engineering,health sciences,0.49
3088,Education;Data Science;Law,engineering,0.39
3950,Public Health;Renewable Energy,trades,0.13
644,Information Technology;Accounting;Environmental Science;Sustainable Design,cyber security,0.29
2042,Psychology;Sustainable Design;Renewable Energy;Data Science,agriculture,0.31
2598,Business;Ecology;Cybersecurity,information technology,0.29
1576,Business;Law;International Law,health sciences,0.42
794,Architecture;Engineering,construction,0.42
3945,Artificial Intelligence;Cybersecurity,logistics,0.18
1346,Data Science;Psychology,mining,0.16
2917,Accounting;International Law;Cybersecurity,nursing,0.17
4390,Finance;Information Technology;Film,construction,0.27
3022,Renewable Energy;Ecology;Nursing;Architecture;Psychology,construction,0.19
1183,Design;Public Health,health sciences,0.48
2415,Cybersecurity;Data Science,cyber security,0.32
2044,Artificial Intelligence;Data Science;Sustainable Design;Film,health sciences,0.37
1441,Psychology;International Law,mining,0.16
388,Nursing;Cybersecurity;Sustainable Design;International Law;Banking,nursing,0.32
4550,Business;Banking;Information Technology;Nursing;Artificial Intelligence,nursing,0.33
4707,International Law;Marketing,health sciences,0.38
2650,Accounting;Public Health;Computer Science;Finance;Nursing,trades,0.2
120,Sustainable Design;International Law;Public Health,education,0.51
4453,Renewable Energy;Law;Information Technology;Computer Science;Psychology,nursing,0.24
460,Sustainable Design;Environmental Science,construction,0.41
2027,Public Health;Ecology;International Law;Accounting,information technology,0.38
296,Business;Computer Science;Engineering,mining,0.29
1299,Business;Ecology;Psychology;Data Science;Banking,information technology,0.43
4303,Cybersecurity;Law;Architecture;Public Health;Renewable Energy,engineering,0.27
4834,Engineering;Law;Computer Science,engineering,0.62
2557,Environmental Science;Law;Public Health;Computer Science,trades,0.13
3588,Information Technology;Finance,logistics,0.29
1097,Nursing;Cybersecurity;Marketing;Business;Engineering,education,0.33
3699,Artificial Intelligence;Environmental Science,cyber security,0.36
1671,Psychology;Information Technology,education,0.42
2959,Design;Nursing,health sciences,0.36
4824,Sustainable Design;Ecology;Computer Science,health sciences,0.45
134,Business;Accounting;Film,health sciences,0.27
797,Architecture;Information Technology,engineering,0.48
3784,Cybersecurity;Renewable Energy,health sciences,0.2
1927,Accounting;Information Technology;Design,health sciences,0.33
946,Film;Renewable Energy;Ecology,mining,0.16
1747,Ecology;Psychology,trades,0.02
2156,Renewable Energy;Data Science;Business;Public Health,engineering,0.37
2127,Film;Ecology;Marketing;Finance;Environmental Science,logistics,0.2
4578,Business;Cybersecurity;Education;International Law,engineering,0.3
3221,Environmental Science;Film,cyber security,0.21
2868,Ecology;Psychology;Renewable Energy;Design;Education,mining,0.17
1269,International Law;Public Health;Ecology;Banking,trades,0.15
791,Nursing;Law;Sustainable Design;Artificial Intelligence;Film,logistics,0.13
4216,Ecology;International Law;Marketing;Architecture;Environmental Science,engineering,0.39
3221,Environmental Science;Film,construction,0.25
2685,Engineering;Accounting,logistics,0.32
3481,International Law;Public Health;Cybersecurity;Environmental Science,mining,0.19
4859,Environmental Science;Ecology;Accounting;Law,health sciences,0.44
2388,Public Health;Banking;Engineering;Psychology;Education,cyber security,0.23
321,International Law;Psychology;Environmental Science;Renewable Energy,mining,0.23
3666,Marketing;Ecology;Public Health;Information Technology,agriculture,0.35
912,Engineering;Accounting;Film,mining,0.2
1661,Education;Nursing;Data Science;Sustainable Design;Psychology,nursing,0.44
1568,Renewable Energy;Environmental Science;Sustainable Design;Architecture;Marketing,agriculture,0.34
1329,Business;International Law;Architecture;Environmental Science,health sciences,0.45
3774,Banking;Architecture;Computer Science;Sustainable Design,cyber security,0.24
4742,Marketing;Ecology;Computer Science,nursing,0.2
1969,Engineering;Ecology;Data Science,information technology,0.5
981,Business;Artificial Intelligence;Banking,engineering,0.31
1104,Education;Data Science;Design;Architecture,education,0.51
1363,Computer Science;Information Technology;Ecology;Finance;Design,engineering,0.45
4445,Marketing;Public Health;Law;Finance,trades,0.19
2202,Education;Law;Data Science;Environmental Science,cyber security,0.32
2029,Marketing;Engineering;Nursing;Computer Science,nursing,0.45
1561,Law;Marketing,trades,0.18
237,Renewable Energy;Banking,nursing,0.12
2961,Sustainable Design;Cybersecurity;Architecture,agriculture,0.22
3573,Finance;Ecology;Data Science,trades,0.15
437,Cybersecurity;Film;Artificial Intelligence;Design;Psychology,education,0.24
1220,Artificial Intelligence;International Law;Banking,construction,0.26
1898,International Law;Accounting;Finance;Cybersecurity;Design,construction,0.26
1213,Design;Accounting;Environmental Science;Data Science;Film,cyber security,0.21
1524,Artificial Intelligence;Renewable Energy;Architecture;Nursing;Accounting,agriculture,0.25
1522,Law;Film;Engineering;Data Science,health sciences,0.44
3165,Business;Nursing;Education;Information Technology,mining,0.21
4824,Sustainable Design;Ecology;Computer Science,cyber security,0.23
794,Architecture;Engineering,education,0.33
1336,Information Technology;Design;Accounting,nursing,0.19
2918,Cybersecurity;Data Science;Environmental Science,trades,0.09
3483,Data Science;Law;Education;Public Health,information technology,0.52
3034,Data Science;Computer Science;Finance;Film,construction,0.27
683,Computer Science;Environmental Science;Nursing;Public Health,engineering,0.44
948,Environmental Science;Artificial Intelligence,logistics,0.23
1860,Engineering;Finance;Sustainable Design;Architecture;Accounting,nursing,0.21
1302,Engineering;Architecture;Accounting,agriculture,0.25
945,Business;Cybersecurity,nursing,0.13
17,Sustainable Design;Information Technology;Accounting;International Law,agriculture,0.3
396,Nursing;Information Technology;Data Science,trades,0.17
4859,Environmental Science;Ecology;Accounting;Law,engineering,0.36
2139,Accounting;Data Science;Business,health sciences,0.42
3687,Business;Psychology;Marketing,mining,0.21
2041,Law;Sustainable Design;Computer Science,agriculture,0.29
2200,Marketing;Public Health,construction,0.26
1378,Ecology;Renewable Energy,trades,0.07
4303,Cybersecurity;Law;Architecture;Public Health;Renewable Energy,cyber security,0.29
4536,Design;Computer Science;Engineering,cyber security,0.22
4799,Education;Sustainable Design,cyber security,0.24
2286,Education;Engineering;Environmental Science;Marketing,information technology,0.51
2290,Ecology;Architecture;Psychology;Banking;Renewable Energy,health sciences,0.34
3238,Data Science;Cybersecurity;Public Health,engineering,0.3
221,Film;Education;Business;Information Technology,trades,0.19
3652,Ecology;Environmental Science;Public Health;Cybersecurity;Law,nursing,0.23
3531,Sustainable Design;Ecology,health sciences,0.39
4617,Nursing;Renewable Energy;Sustainable Design;Artificial Intelligence;Business,construction,0.31
3287,Law;Sustainable Design,trades,0.1
4674,Renewable Energy;Cybersecurity;Information Technology;Public Health;Law,mining,0.21
1938,Cybersecurity;Sustainable Design;Law;Public Health,nursing,0.23
4726,Education;Cybersecurity;Nursing;Law,mining,0.1
1565,Finance;Business;Law;Renewable Energy,trades,0.22
2131,Marketing;Film;Artificial Intelligence;Environmental Science,agriculture,0.26
1338,Ecology;Renewable Energy;Engineering,education,0.33
2761,Information Technology;International Law,engineering,0.42
490,Ecology;Nursing;Business;Law;Film,mining,0.15
4325,Nursing;Engineering;Artificial Intelligence;Environmental Science,logistics,0.26
3221,Environmental Science;Film,nursing,0.14
3591,Data Science;Law;Renewable Energy,trades,0.15
3659,Marketing;Film;Renewable Energy;Accounting,logistics,0.18
3088,Education;Data Science;Law,trades,0.14
1698,International Law;Computer Science;Data Science;Architecture,engineering,0.48
589,Nursing;International Law;Artificial Intelligence,construction,0.22
2356,Education;Architecture;Nursing;Artificial Intelligence,trades,0.08
1245,Information Technology;Artificial Intelligence;Business;Environmental Science;Accounting,mining,0.25
2990,Design;Business;Artificial Intelligence;Film;Data Science,engineering,0.37
43,Computer Science;Psychology;Law;Information Technology;Cybersecurity,health sciences,0.41
3556,Design;Public Health;Psychology,logistics,0.14
426,Design;International Law;Accounting;Data Science;Marketing,mining,0.2
2709,Law;Information Technology,health sciences,0.47
3172,Information Technology;Finance;Engineering;Ecology,agriculture,0.38
3591,Data Science;Law;Renewable Energy,education,0.42
3691,Psychology;Computer Science;Architecture,logistics,0.13
942,Accounting;Cybersecurity,mining,0.11
920,Engineering;Accounting;Ecology;Psychology,health sciences,0.42
1865,Public Health;International Law;Artificial Intelligence;Environmental Science,trades,0.11
3057,Renewable Energy;Public Health;Artificial Intelligence;Law,nursing,0.24
460,Sustainable Design;Environmental Science,nursing,0.23
4402,Business;Computer Science;Engineering;Architecture;Banking,agriculture,0.29
139,Business;Design;Cybersecurity,health sciences,0.24
1439,Film;Computer Science,education,0.35
2269,Sustainable Design;Engineering;Artificial Intelligence,agriculture,0.3
344,Artificial Intelligence;Film;Psychology;Accounting,nursing,0.18
2700,Data Science;Architecture;Film;Education,trades,0.09
1741,Data Science;Finance,education,0.47
3242,Education;Public Health;Marketing;Cybersecurity;Information Technology,trades,0.15
3467,Information Technology;Sustainable Design;Film,logistics,0.2
3421,Design;Law;Film;Environmental Science;Engineering,engineering,0.5
1811,Design;Nursing,logistics,0.17
185,Cybersecurity;Nursing;Business;Banking;Marketing,education,0.3
1502,Renewable Energy;Film;Design;Ecology;Law,agriculture,0.23
2702,Renewable Energy;Law;Accounting;Computer Science;Design,engineering,0.39
1340,Information Technology;Finance;Architecture;Computer Science;Renewable Energy,mining,0.23
3543,Information Technology;Ecology,nursing,0.15
1848,Finance;Psychology,information technology,0.32
4592,Data Science;Psychology;Film;Banking;Nursing,education,0.35
3573,Finance;Ecology;Data Science,health sciences,0.48
1177,Cybersecurity;Education,education,0.55
647,Computer Science;Ecology;Public Health;Design;Data Science,health sciences,0.52
